Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Palomitas caramelo Hacendado,Paquete 120 g,1.3,Palomitas caramelo,8480000348111,Hacendado,120 g,e,b,4.0,"Azúcar caramelizado 56%, palomitas de maíz expandido, jarabe de glucosa-fructosa, aceite refinado de girasol, sal, gasificante (bicarbonato sódico), emulgente (lecitinas (_soja_)).",402.0,3.7,0.4,86.0,54.0,3.7,4.4,0.57,0.228,2025-05-13T23:23:39.756897,120.0,g
Galletas Caocream chocolate blanco Hacendado rellenas de crema,Caja 6 paquetes (252 g),2.2,Caocream Chocolate Blanco,8480000141538,Hacendado,6x42g,e,e,4.0,"Chocolate blanco 47% (azúcar, manteca de cacao, leche en polvo, emulgente (lecitina de soja) y aromas), harina de trigo, crema 16% (azúcar, grasa vegetal (palma y palmiste), almidón de trigo, emulgente (lecitina de soja), aroma), azúcar, aceite vegetal (girasol alto oleico), cacao en polvo 2,5%, jarabe de glucosa y fructosa, gasificantes (carbonato ácido de amonio y carbonato ácido de sodio), sal, emulgente (lecitina de soja), aroma.",509.0,25.0,13.0,65.0,43.0,2.2,4.9,0.58,0.232,2025-05-13T23:51:35.905519,252.0,g
Seitan Hacendado,Paquete 250 g,3.1,Seitán,8480000230058,Hacendado,200 g,a,b,,,124.0,1.8,0.5,2.9,0.4,0.1,24.1,0.58,0.232,2025-05-13T20:34:32.085817,250.0,g
Crema de calabacin Hacendado,Bol 350 g,1.7,Crema de calabacín,8402001012310,Hacendado,350 g,a,a,3.0,"Calabacín 43%, agua, cebolla, zanahoria, apio nabo, aceite de oliva virgen extra, sal. Puede contener trazas de cereales con gluten, frutos con cáscara, leche, soja y huevo. Sin conservantes ni colorantes.",36.0,1.0,0.2,5.5,2.5,1.8,0.3,0.59,0.236,2025-05-14T02:09:03.114062,350.0,g
Barritas de espelta Hacendado sabor manzana,Caja 6 barritas (120 g),1.55,Espelta Sabor Manzana,8402001012174,Hacendado,120 g,a,unknown,4.0,"Copos de cereales (60%) (trigo espelta (gluten) (28%), avena (gluten), maíz), fibras vegetales (achicoria, garbanzo, maíz), harina de arroz (6%), humectante (glicerina), aceite de girasol alto oleico, canela en polvo, sal, aroma, emulgente (lecitina de soja), regulador de acidez (ácido cítrico), antioxidante (extracto rico en tocoferoles).",346.0,6.1,0.7,55.0,4.8,24.0,6.1,0.6,0.24,2025-05-14T01:04:45.568779,120.0,g
Salsa de tomate con Albahaca Hacendado,Tarro 400 g,1.75,Albahaca y orégano,8480000172839,Hacendado,300 g,a,a-plus,3.0,"Tomate, aceite de oliva (3%), azúcar, sal, almidón de maíz, ajo, orégano (0,1%), albahaca (0,1%).",69.0,3.0,0.4,8.9,8.0,,1.2,0.6,0.24,2025-05-13T11:57:15.272684,400.0,g
Super Cuquis,6 paquetes x 6 g,1.0,Aperitivo Super Cuquis,8480000334091,Hacendado,60 g,c,b,3.0,"Sémola de maíz, aceite de girasol (15,8%), sal,",470.0,15.8,1.8,74.6,1.3,0.9,6.9,0.6,0.24,2025-05-13T23:24:57.034644,6.0,g
Zumo de tomate Hacendado,Brick 1 L,1.05,Zumo de tomate,8480000393944,Hacendado,1 l,b,unknown,3.0,"Zumo de tomate a partir de concentrado, sal marina y acidulante (ácido citrico)",18.0,0.0,0.0,3.3,3.3,0.4,0.4,0.6,0.24,2025-05-13T11:58:47.462213,1000.0,ml
Magdalenas Hacendado,Paquete 550 g,1.9,Magdalenas Integrales 0%,8480000827326,Hacendado,,c,b,4.0,"E Edulcorante (maltitol), huevo líquido pasteurizado, aceite de girasol, harina integral de trigo (14%), agua, almidón de trigo, fructo-oligosacáridos, almidón modificado, humectante (glicerina), emulgente (E471), gluten de trigo, gasificantes (E450, E500), sal, estabilizante (E415), corrector de acidez (E330) y conservador (E202) Puede contener trazas de frutos de cáscara, leche (incluida la lactosa) y soja, Un consumo excesivo puede tener efectos laxantes, Contiene azúcares naturalmente presentes,",439.0,23.8,4.7,48.8,2.4,3.3,5.8,0.6,0.24,2025-05-13T20:49:16.708947,550.0,g
Bizcochos Hacendado,Paquete 300 g,1.75,Magdalenas Integrales 0%,8480000827326,Hacendado,,c,b,4.0,"E Edulcorante (maltitol), huevo líquido pasteurizado, aceite de girasol, harina integral de trigo (14%), agua, almidón de trigo, fructo-oligosacáridos, almidón modificado, humectante (glicerina), emulgente (E471), gluten de trigo, gasificantes (E450, E500), sal, estabilizante (E415), corrector de acidez (E330) y conservador (E202) Puede contener trazas de frutos de cáscara, leche (incluida la lactosa) y soja, Un consumo excesivo puede tener efectos laxantes, Contiene azúcares naturalmente presentes,",439.0,23.8,4.7,48.8,2.4,3.3,5.8,0.6,0.24,2025-05-13T20:52:41.569246,300.0,g
Bizcocho de chocolate sin gluten Hacendado,Paquete 4 ud. (200 g),2.2,Bizcocho recubierto de chocolate sin gluten,8480000827449,Hacendado,4 x 50 g (200 g),e,e,4.0,"E Azúcar, HUEVO líquido pasteurizado, aceite de giro harina de arroz, fécula de patata, cobertura de chocolate (9%) (azúcar, grasa vegetal (palmiste, palma), cacao desgrasado en polvo, emulgente (E492, E322 lecitina de girasol, E476), aroma), semi elaborado de cacao (azúcar, grasa de palma hidrogenada, polvo en polvo [15%], emulgente (E322 lecitina de girasol), aroma), cacao en polvo (cacao desgrasado en polvo, gasificantes (E344, E500ii), enzimas, dextrosa, aroma, sal), humectanete (glicerina), azúcar invertido, aroma, espesantes (goma guar, goma xantana), conservadores (propionato sódico, ácido sórbico); corrector de acidez (ácido cítrico). Contiene HUEVO. Puede contener trazas de AVELLANA, LECHE Y SOJA.",470.0,25.6,11.7,55.2,38.3,2.9,4.6,0.6,0.24,2025-05-13T20:53:26.567656,200.0,g
Bizcocho con azucar moreno y nueces,Bandeja 400 g,3.3,Bizcocho con azúcar moreno y nueces,8480000849045,Hacendado,430 g,e,d,4.0,"Azúcar moreno (22%), harina de trigo (gluten), huevo líquido pasteurizado, aceite refinado de girasol, nueces (frutos de cáscara) (9%), agua, humectante (glicerina), leche entera en polvo, corteza de limón, azúcar, sal, gasificantes (difosfatos, carbonatos de sodio). Puede contener trazas de soja, sulfitos y mostaza.",420.0,24.0,3.4,45.0,28.0,1.9,6.7,0.61,0.244,2025-05-13T20:42:41.480122,400.0,g
6 Croissant rellenos de cacao,Bolsa 6 ud. (280 g),1.7,Croissants rellenos de cacao,8410087123844,,,e,b,,,484.0,29.0,13.0,49.0,25.0,2.1,5.6,0.63,0.252,2025-05-13T20:41:48.617963,280.0,g
Rucula,Paquete 50 g,0.83,Ensalada Rúcula,8414516085598,Florette,320 g.,c,unknown,4.0,"Ensalade-listumi espinapupsuc tomate deshicente anal, concentrado Mahaseado (8%); stabilizante (E579). te (0,5%), albaha Flmet cova en huertos pollo, dextrosa, San Peso neto; 315g 1574asta alimenticia simple, pasta alimenticia compuesta al tomate, pasta alimenticia compuesta a las espinacas (sémola d Vegirasol), vinagre de alcohol. Salsa de tomate y albahaca (14%): agua, aceite vegetal (girasol), dextrosa (gluten), almidón modificado, sal, yema de huevo en polvo, puré de ajo (ajo, sal), aroma, conservador (E200), estabilizante 451) espesante (E407). Tomate. Rúcula (5%). Queso curado (5%). Aceituna negra rodajas: aceitunas, cacahuetes, crustáceos, frutos de cáscara, moluscos, mostaza, pescado, sésamo, soja y sulfitos. de contener trazas ximidad situados en INFORMACIÓN NUTRICI Valores medios por 100g RECICLA Al Amarillo பர்",167.0,5.6,1.4,21.0,2.6,1.8,7.0,0.63,0.252,2025-05-13T12:32:52.648125,50.0,g
Cocktail rumba Hacendado,Paquete 300 g,1.6,Cocktail Rumba,8480000804501,Hacendado,,unknown,unknown,,,565.0,40.1,5.1,26.0,4.5,8.0,20.8,0.63,0.252,2025-05-13T23:27:19.201442,300.0,g
Bocaditos bañados al cacao Hacendado,Paquete 500 g,2.15,Bocaditos bañados al cacao,8480000837882,Hacendado,,unknown,unknown,,,495.0,30.0,11.0,50.0,31.0,,5.4,0.63,0.252,2025-05-13T20:50:31.793904,500.0,g
Leche de continuacion en polvo 2 Nidina Nestlé,Bote 800 g,15.95,Nidina 2,7613032378240,Nestlé,800g,not-applicable,f,4.0,"_Leche_ desnatada, _lactosa_, suero de _leche_ desmineralizado, aceites vegetales (girasol alto oleico, nabina, girasol), sales minerales (citrato cálcico, fosfato sódico, citrato potásico, cloruro potásico, cloruro de magnesio, fosfato potásico, sulfato ferroso, sulfato de zinc, sulfato cúprico, sulfato de manganeso, yoduro potásico, seleniato sódico), emulgente (lecitina de _soja_), aceite de _pescado_ (DHA), corrector de acidez (ácido cítrico), L-fenilalanina, vitaminas (C, E, B3, B5, B1, A, B2, B6, ácido fólico, K, D, biotina, B12), L-leucina, L-isoleucina, L-triptófano, L-histidina, bifidobacterias (cultivos de Bifidobacterium animalis subesp. Lactis).",500.0,24.2,2.5,62.1,62.1,,8.5,0.6375,0.255,2025-05-13T23:55:57.917807,800.0,g
Magdalenas sin gluten Hacendado,Paquete 210 g,2.55,Magdalenas sin gluten y sin lactosa,8480000827579,Hacendado,,d,b,4.0,"Aceite de giresol, huevo pasteurizado, almidón de maíz, azúcar, harina de arroz, almidón de tapioca, humectante (glicerina) Jorabe de glucosa y sectosaharina de soja, albúmina de huevo, estabilizante (goma ventanak, gasificantes (difosfatos, carbonatos de sodio), emul mono y digliceridos de ácidos grasos), sal, aromas, conseedores (ácido corbico propionato cálcico). Pleo de girassol, ovo pasteurizado, amido de milho acúcar farinhde arroz, amido de tapioca, humidificante (glicerolarope de glucose e frutose, farinha de soja, albumina de ovo, estabilizado goma xantana) levedantes (difosfatos, carbonatos de sodio), emulsionante (mono e digliceridos de ácidos gordos) sal aromas, conservantes (ácido sórbico, propionato de calcio).",461.0,28.0,2.6,49.0,20.0,,4.0,0.64,0.256,2025-05-13T20:52:35.366165,210.0,g
Mejillon,Malla 1 kg,3.2,Carne de mejillón cocida,3560070274178,Carrefour,400 g,a,c,1.0,Mejillones del pacífico ASC (Mytilus chilensis).,103.0,2.5,0.6,4.4,0.6,0.0,16.0,0.65,0.26,2025-05-13T20:35:30.553187,1000.0,g
Brocoli,Pieza 570 g aprox.,1.23,Filet de Saumon Purée de Brocolis,3302740483103,Fleury Michon,300 g,c,unknown,3.0,"_Lait_ écrémé réhydraté, _saumon_ 22.6%, brocolis 18%, flocons de pommes de terre 7.4%, eau, crème de riz, _crème_ fraîche 5.8%, _beurre_, sel, curcuma.",109.0,5.0,1.9,8.6,2.4,1.2,6.8,0.66,0.264,2025-05-13T20:15:19.785860,570.0,g
Hummus de garbanzos Hacendado con pimiento del piquillo asado,Tarrina 240 g,1.45,Hummus con pimiento del piquillo asado,8480000808622,Hacendado,240 g,b,a,3.0,"Garbanzos 58%, aceite de girasol, _pasta de sésamo_, ensalada de pimientos 4,8% (pimientos del piquillo 72%, cebolla, agua, azúcar, vinagre de alcohol, sal y acidulante: ácido cítrico), agua, zumo de limón 2%, aceite de oliva 1,8%, ajo molido, sal, acidulantes (E330 y E270 de origen vegetal) y conservador (E202). _Contiene sésamo._",313.0,26.0,3.2,10.7,1.2,6.3,5.7,0.66,0.264,2025-05-13T21:18:20.299981,240.0,g
Crema de alcachofa Hacendado,Bol 350 g,1.7,Crema de alcachofa,8402001022395,Hacendado,350 g,c,a,3.0,"Agua, patatas, alcachofa 16%, jugo de soja (agua, semilla de soja libre de OGM, sal), guisantes, puerro, aceite de oliva, sal, aceite de oliva virgen extra. Puede contener trazas de cereales con gluten, frutos con cáscara, leche, apio y huevo.",38.0,1.0,0.2,5.4,1.8,1.2,1.3,0.68,0.272,2025-05-14T02:09:29.435159,350.0,g
Alcachofa,Pieza 160 g aprox.,0.4,Crema de alcachofa,8402001022395,Hacendado,350 g,c,a,3.0,"Agua, patatas, alcachofa 16%, jugo de soja (agua, semilla de soja libre de OGM, sal), guisantes, puerro, aceite de oliva, sal, aceite de oliva virgen extra. Puede contener trazas de cereales con gluten, frutos con cáscara, leche, apio y huevo.",38.0,1.0,0.2,5.4,1.8,1.2,1.3,0.68,0.272,2025-05-14T02:03:51.210520,160.0,g
Ensaimadas Hacendado,Paquete 350 g,1.7,Ensaimadas,8480000820907,Hacendado,,e,unknown,4.0,"pastry product with sugars and sweetener, ncreents: wheat flour, vegetable oils and fats (palm and sunflower), hydrogenated vegetable fat from palm, pasteurized egg, sugar, lard, yeast, tido sugar, wheat gluten, sorbitol, egg albumin, emuigents (e-471, sunflower lecithin, e - 322, e-472e, e-470a, e-477, e-481, e-1520), stabilizers (glycerin, pectin, e-466), water,  salt, flavourings, preservatives (calcium propionate, potassium sorbate),  corn starch, sweetener (sucralose), antioxidants (e-300, e-304, e-306, e-321), anti-caking agents (e-551, e-170), acidity correctors (citric acid, lactic acid, e-516), enzymes, dye (hatacarotene), traces of milk and/or derivatives, nuts and soy,",454.0,27.0,14.0,36.0,11.0,2.6,9.9,0.68,0.272,2025-05-13T20:50:37.954175,350.0,g
Ensaimada,Pieza 83 g,1.0,Ensaimadas,8480000820907,Hacendado,,e,unknown,4.0,"pastry product with sugars and sweetener, ncreents: wheat flour, vegetable oils and fats (palm and sunflower), hydrogenated vegetable fat from palm, pasteurized egg, sugar, lard, yeast, tido sugar, wheat gluten, sorbitol, egg albumin, emuigents (e-471, sunflower lecithin, e - 322, e-472e, e-470a, e-477, e-481, e-1520), stabilizers (glycerin, pectin, e-466), water,  salt, flavourings, preservatives (calcium propionate, potassium sorbate),  corn starch, sweetener (sucralose), antioxidants (e-300, e-304, e-306, e-321), anti-caking agents (e-551, e-170), acidity correctors (citric acid, lactic acid, e-516), enzymes, dye (hatacarotene), traces of milk and/or derivatives, nuts and soy,",454.0,27.0,14.0,36.0,11.0,2.6,9.9,0.68,0.272,2025-05-13T20:43:38.192969,83.0,g
Ensalada de pasta,Bol 250 g,2.49,Pasta Ensalada,8437013139748,Hacendado,250,c,unknown,4.0,"Espirales de pasta de trigo simple cocida 34% conserva y E410), azúcar, aromas, antioxidante (E316), extracto de levadura, conservador (E250) y aroma de humo) y mezcla de brotes de lechuga en proporción variable 10% (brotes de go de",173.0,11.0,1.5,14.0,3.0,0.8,4.0,0.69,0.276,2025-05-13T12:35:18.461378,250.0,g
Mantecadas Hacendado,Paquete 520 g,2.15,Mantecadas,8411939182743,Hacendado,520 g,d,b,4.0,"Harina de trigo (28%), aceite de girasol (21 %), azúcar, huevo, jarabe de glucosa, mantequilla, agua, humectante (sorbitol y glicerina), gasificantes (difosfato y carbonato de sodio, citrato monosódico), antiaglomerante (carbonato cálcico), almidón de maíz, aromas, sal, acidulante(acido láctico) y conservador (ácido sorbico)",449.0,26.0,4.0,47.0,21.0,,5.3,0.7,0.28,2025-05-13T20:52:08.934368,520.0,g
Caldo de verduras Hacendado,Brick 1 L,1.0,Caldo de verduras,8480000070326,Hacendado,1 l,c,unknown,4.0,"Agua, Verduras 10. (Apio, Zanahoria, Espinacas, Puerro, Setas, Cebolla, Tomate), Sal, Especias, Aceite de oliva, Almidón de maíz, Aromas naturales",5.0,0.6,0.2,0.5,0.5,0.5,0.5,0.7,0.28,2025-05-13T11:55:37.309529,1000.0,ml
Muesli Crunchy Hacendado 0% azucares añadidos y 0% edulcorantes,Paquete 500 g,2.0,Muesli Crunchy,8480000094513,"Hacendado, Siro",500 g,b,c,4.0,"Copos de avena (gluten) (49%), edulcorante (maltitoles), harina (15%) (arroz, trigo (gluten)), grasas y aceites vegetales*, salvado de avena (gluten) (6%), aromas, sal. Puede contener trazas de frutos de cáscara, soja, leche, cacahuetes, semillas de sésamo, sulfitos y mostaza. Un consumo excesivo puede producir efectos laxantes. Contiene azúcares naturalmente presentes. *girasol/girassol: G; palma: P (ver siglas junto a lote/ao lado do lote)",409.0,13.0,1.5,64.0,2.3,8.6,9.3,0.7,0.28,2025-05-13T23:40:40.899061,500.0,g
Tortitas de maiz Hacendado,Paquete 4 packs (120 g),1.1,Tortitas de maíz,8480000141583,Hacendado,120 g,c,d,3.0,"Maíz (97%), sal, aceite de girasol alto oleico. Puede contener trazas de soja, leche.",368.0,1.8,0.4,80.0,1.0,1.0,7.5,0.7,0.28,2025-05-14T01:06:50.707561,120.0,g
Macedonia de verduras Hacendado,Tarro 535 g (320 g escurrido),0.9,Macedonia de verduras,8480000167378,Hacendado,neto 535g escurrido 320g,b,a-plus,3.0,"Zanahoria, patata guisante, judía verde, agua, sal",46.0,0.3,0.0,8.2,0.9,,2.0,0.7,0.28,2025-05-13T22:49:04.202825,535.0,g
Gambon congelado,Granel 150 g aprox.,1.64,Gambón congelado grande,8480000241795,Hacendado,2 kg,unknown,unknown,,,92.9,0.7,0.1,1.2,1.2,,20.3,0.7,0.28,2025-05-13T20:36:52.119635,150.0,g
Gambon grande congelado,Caja 2 kg,19.9,Gambón congelado grande,8480000241795,Hacendado,2 kg,unknown,unknown,,,92.9,0.7,0.1,1.2,1.2,,20.3,0.7,0.28,2025-05-13T20:37:17.775456,2000.0,g
Queso rallado emmental gratinar Hacendado,Paquete 200 g,1.73,Emmental gratinar,8480000512390,Hacendado,200 g,c,d,3.0,"LECHE de vaca pasteurizada (origen: Francia), sal, fermentos lácticos, coagulante. Min 60% E.S.T.",369.0,29.0,19.0,0.5,0.5,,27.0,0.7,0.28,2025-05-14T01:45:01.951615,200.0,g
Tortitas de arroz con chocolate blanco sabor yogur Hacendado,Paquete 4 packs (120 g),1.95,Tortitas Arroz chocolate blanco sabor yogur,9788430549085,Hacendado,,e,d,,,467.0,20.0,12.0,63.0,29.0,,7.2,0.7,0.28,2025-05-13T23:37:08.768066,120.0,g
Caldo de pollo Hacendado,Brick 1 L,0.7,Caldo de pollo,8402001015168,Hacendado,1L,c,unknown,4.0,"Agua, pollo (2%), almidón modificado, sal, aromas, hortalizas (puerro, zanahoria, patata y _apio_) (0,1%), aceite de oliva, especias.",5.0,0.5,0.1,1.3,0.5,0.5,0.5,0.71,0.284,2025-05-13T11:55:05.666273,1000.0,ml
Palmeritas Hacendado,Paquete 24 ud. (270 g),1.45,Palmeritas,8480000829054,Hacendado,270g (24 unidades),e,b,4.0,"wheat flour, vegetable oils and fats (sunflower and coconut palm), water, sugar, salt, wine vinegar, wheat gluten, vanillin, emulsifiers (e-471 and sunflower lecithin), glutene and fructose syrup, acidulant (citric acid), antioxidants (e-304 and e-306), coloring (beta-carotene), flavourings,",527.0,31.0,17.0,54.0,24.0,1.8,6.3,0.71,0.284,2025-05-13T20:50:45.572051,270.0,g
Chocolate blanco Hacendado,Tableta 100 g,1.15,Tortitas de arroz con chocolate blanco,8480000141415,Hacendado,120 g,e,c,4.0,"Chocolate branco sabor iogurte (_leite_) (54%) [açúcar, manteiga de cacau, _leite_ em pó gordo, iogurte pasteurizado depois da fermentação de _leite_ em pó magro (5%), dextrina, gordura _láctea_ anidra (_leite_), emulsionante (lecitina de _soja_), aromas], arroz (45%), sal. Pode conter vestígios de _frutos de casca rija_.",467.0,20.0,12.0,63.0,29.0,3.0,7.2,0.72,0.288,2025-05-13T23:45:14.882875,100.0,g
Galletas canela Hacendado,Caja 2 paquetes (500 g),1.5,Galletas de canela,8480000144300,Hacendado,500g,d,c,4.0,"Harina de trigo 56%, azúcar, aceite vegetal (girasol alto oleico) 17%, jarabe de glucosa y fructosa, dextrosa, sal, gasificantes (carbonato ácido de sodio y carbonato ácido de amonio), canela 0,2%, emulgente (lecitina de soja), antioxidante (metabisulfito sódico), aroma, leche desnatada en polvo",468.0,17.0,1.4,71.0,23.0,2.9,6.4,0.73,0.292,2025-05-13T22:45:23.098846,500.0,g
Zamburiñas en salsa de vieira Hacendado,Lata 111 g (63 g escurrido),1.95,Zamburiñas en salsa de vieira,8480000235312,Hacendado,111 g (63 g),b,unknown,,,157.0,10.0,1.2,3.3,1.2,,12.0,0.73,0.292,2025-05-14T02:07:09.697130,111.0,g
Bizcocho de chocolate sin gluten y sin lactosa,Paquete 300 g,3.1,Bizcocho de chocolate sin gluten y sin lactosa,8480000847362,Mercadona,,e,d,4.0,"HUEVO líquido pasteurizado, azúcar, aceite de girasol, harina de aroz, fécula de patata, pepitas al cacao (8%) [azúcar, grasa vegetal hidrogenada (palmiste), cacao en polvo (3%), emulgente (lecitina de girasol y aroma), preparado de cacao [cacao desgrasado en polvo (5%), dextrosa, aroma, corrector de acidez (carbonato potásico, hidróxido de sodio, sal, estabilizante (goma xantana)], emulgente (glicerina), azúcar invertido, gasificante (carbonato ácido de sodio, difosfato disódico, carbonato de calcio), aroma, espesante (goma xantana, goma guar), corrector de acidez (ácido cítrico). Producto elaborado específicamente para personas celíacas e intolerantes a la lactosa. Producto listo para su consumo. MODO DE CONSERVACIÓN: Producto descongelado. No volver a congelar.",488.0,33.5,7.6,41.2,32.6,1.9,4.5,0.73,0.292,2025-05-13T20:43:02.809760,300.0,g
Bizcocho de chocolate,Paquete 410 g,3.1,Bizcocho de chocolate sin gluten y sin lactosa,8480000847362,Mercadona,,e,d,4.0,"HUEVO líquido pasteurizado, azúcar, aceite de girasol, harina de aroz, fécula de patata, pepitas al cacao (8%) [azúcar, grasa vegetal hidrogenada (palmiste), cacao en polvo (3%), emulgente (lecitina de girasol y aroma), preparado de cacao [cacao desgrasado en polvo (5%), dextrosa, aroma, corrector de acidez (carbonato potásico, hidróxido de sodio, sal, estabilizante (goma xantana)], emulgente (glicerina), azúcar invertido, gasificante (carbonato ácido de sodio, difosfato disódico, carbonato de calcio), aroma, espesante (goma xantana, goma guar), corrector de acidez (ácido cítrico). Producto elaborado específicamente para personas celíacas e intolerantes a la lactosa. Producto listo para su consumo. MODO DE CONSERVACIÓN: Producto descongelado. No volver a congelar.",488.0,33.5,7.6,41.2,32.6,1.9,4.5,0.73,0.292,2025-05-13T20:42:48.260676,410.0,g
Gazpacho fresco Hacendado,Botella 330 ml,1.2,Gazpacho fresco,8480000399007,Hacendado,,b,a,3.0,"Tomate, agua, aceite de oliva virgen extra (7%), pimiento, pepino, vinagre de vino, sal, ajo",75.0,7.0,1.3,2.5,1.5,,0.6,0.7375,0.295,2025-05-13T21:22:48.372581,330.0,ml
Gazpacho fresco Hacendado,Botella 1 L,2.85,Gazpacho fresco,8480000399007,Hacendado,,b,a,3.0,"Tomate, agua, aceite de oliva virgen extra (7%), pimiento, pepino, vinagre de vino, sal, ajo",75.0,7.0,1.3,2.5,1.5,,0.6,0.7375,0.295,2025-05-13T21:22:15.847645,1000.0,ml
Judia verde redonda,Bandeja 500 g,2.8,Judías verdes redondas,8480000163158,Hacendado,660g (360g escurridos) 16/09/22,a,b,3.0,"Judía verde, agua y sal",17.0,0.0,0.0,3.0,1.0,1.6,0.9,0.74,0.296,2025-05-13T20:21:12.583797,500.0,g
Judias verdes redondas Hacendado,Tarro 660 g (360 g escurrido),1.25,Judías verdes redondas,8480000163158,Hacendado,660g (360g escurridos) 16/09/22,a,b,3.0,"Judía verde, agua y sal",17.0,0.0,0.0,3.0,1.0,1.6,0.9,0.74,0.296,2025-05-13T22:48:39.035176,660.0,g
Sepia,Pieza 550 g aprox.,8.77,Sepia Filletes Of Mackerel In Oil,5400141096781,SEPIA,125 g,a,e,3.0,"Maquereaux, huile végétale, sel.",203.0,7.7,1.6,0.2,0.0,,33.4,0.75,0.3,2025-05-13T20:48:53.872144,550.0,g
Caldo de pollo casero Gallina Blanca,Brick 1 L,2.2,Caldo casero de pollo,8410300349051,Gallina Blanca,1 L,c,a-plus,4.0,"Agua, pollo 14%, _apio_ 0,5%, patata 0,4%, cebolla 0,2%, zanahoria 0,2%, puerro 0,2%, grasa de cerdo, aroma natural (_huevo_), sal, especias,",5.0,0.3,0.0,0.2,0.1,0.0,0.4,0.75,0.3,2025-05-13T11:55:11.881646,1000.0,ml
Galletas Maria sin gluten y sin lactosa Hacendado,Paquete 205 g,1.55,Galletas Maria Sin Gluten,8480000142351,Hacendado,205 g,d,c,4.0,"without/sem without/sem oil of sunflower oil of grassol high oleic lactose lactose gluten gluten cookie maria gluten-free, lactose-free bolacha maria sem gluten sem lactose ingredients and amidón malz, brown sugar calia, herina of rice, oils vegtles grasol (1,63), olive), maltodextrin, corn flour, gelficante če dalmidén acetylated), protein pea, dextrine mai, emulgane degiasol, fir de ctricos,     raising agents (sodium bicarbonate, bicatborado ana ratato potassium), salt, aroma, antiaxidante (extract rich in tocoferies, to bokoco pterimonoglutámico), may contain traces of soy pamido de milho, açúcar brown of cana, farinha of anoz, dles vegti grassl (1,58), olv), maltodextrin, farinha de milho gelicane f eanido dissubstituido), protein ervilha, dextrine miho emige estna of grassof, fiber of citrus fruits,     gaseificantes (bicato s oabogoato hydroxide, bitartarato potássico) , salt, aroma, antonidente fat entosteri), aodo pteroilimonoglutâmico, prune told vestijis e s mo onterido fat monolnsaturadas (oleic acid is one wenoinsaturada),jato theory of garduras monainsaturades (or ácdo olion",447.0,13.0,1.1,73.8,22.0,5.5,6.0,0.75,0.3,2025-05-14T01:10:20.801518,205.0,g
Cacahuete frito con miel Hacendado,Paquete 200 g,1.65,Cacahuete frito con miel,8480000341433,Hacendado,200 g,c,d,4.0,"Cacahuete, Azúcar, Miel, Sal, Aceite de girasol refinado, Almidón de maíz, Estabilizador (E461, Y e415), Aroma de miel",564.0,39.0,4.7,30.0,22.0,6.5,21.0,0.75,0.3,2025-05-13T23:23:53.240096,200.0,g
Queso fresco light de vaca Hacendado,Tarrina 250 g,2.2,Light,8480000512413,"Entrepinares, Hacendado",200 g,c,d,4.0,"_Leche_ pasteurizada de vaca, _leche_ desnatada pasteurizada de vaca, sal, estabilizantes (goma garrofín, alginato sódico y carragenano), conservador (sorbato potásico) y fermentos lácticos.",142.0,8.0,4.5,7.1,2.8,,9.9,0.75,0.3,2025-05-14T01:52:15.543072,250.0,g
Ensaladilla americana Hacendado,Tarrina 250 g,1.6,Ensaladilla americana,8480000807816,Hacendado,250 g,c,unknown,4.0,"Col blanca (41%), salsa (383) (aceite de girasol, agua, jarabe de sacarosa-glucosa, yema de huevo (yema de huevo pasteurizada, sal), sal, vinagre de alcohol blanco, almidón modificado de patata, salsa de mostaza (agua, vinagre de alcohol, mostaza, jarabe de glucosa, sal, almidón modificado de maíz, estabilizadores: goma garrofin, goma guar y pectina, especias, acidulante: ácido cítrico, conservantes: sorbato potásico y benzoato sódico, aroma), estabilizador: goma xantana, acidulante: ácido cítrico, conservante: sorbato potásico, antioxidante: E-385), zanahoria rallada (12%), cebolla (9%). Puede contener trazas de pescado, soja, crustáceos, productos lácteos, sulfitos y frutos de cáscara. 8 480000 807816 Modo de consumo y conservación: isto para comer Conservar en el frigorífico entre 1°C y 5°C. Una REDMI NOTE 8 AI QUAD CAMERA",156.0,13.0,1.5,8.0,7.2,,0.8,0.75,0.3,2025-05-13T21:20:00.515007,250.0,g
Pan de hamburguesa Hacendado,Paquete 4 ud. (220 g),0.95,Pan de hamburguesa integral,8480000827494,Hacendado,330 g,b,b,4.0,"Harina integral de _trigo_ 41%, harina de _trigo_, agua, azúcar, levadura, aceite de girasol 3%, semillas de _sésamo_, emulgente: monoglicéridos y diglicéridos de ácidos grasos, estearoil-2-lactilato sódico, ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos; sal, conservadores: (propionato cálcico, ácido sórbico), vinagre de vino, corrector de acidez: acetatos de soci, enzimas (contienen _trigo_), agente de tratamiento de la harina: ácido ascórbico.",288.0,5.8,0.9,47.0,8.3,5.4,9.3,0.75,0.3,2025-05-13T20:58:23.170730,220.0,g
